NACA23014
99 103
0.000000 0.000000
0.000350 0.003400
0.001245 0.006903
0.002694 0.010504
0.004707 0.014192
0.007292 0.017954
0.010454 0.021774
0.014199 0.025633
0.018529 0.029510
0.023443 0.033380
0.028939 0.037221
0.035013 0.041006
0.041655 0.044708
0.048856 0.048301
0.056601 0.051760
0.064873 0.055061
0.073653 0.058180
0.082918 0.061098
0.092643 0.063799
0.102801 0.066268
0.113361 0.068498
0.124293 0.070484
0.135565 0.072226
0.147145 0.073728
0.158997 0.075002
0.171090 0.076061
0.183389 0.076926
0.195863 0.077620
0.208485 0.078171
0.221352 0.078597
0.234494 0.078900
0.247898 0.079080
0.261550 0.079139
0.275438 0.079077
0.289547 0.078897
0.303864 0.078601
0.318374 0.078191
0.333063 0.077671
0.347918 0.077042
0.362922 0.076310
0.378062 0.075476
0.393323 0.074545
0.408689 0.073520
0.424146 0.072406
0.439678 0.071208
0.455270 0.069928
0.470908 0.068571
0.486574 0.067143
0.502254 0.065647
0.517933 0.064089
0.533596 0.062472
0.549226 0.060800
0.564808 0.059080
0.580328 0.057315
0.595769 0.055509
0.611117 0.053667
0.626357 0.051793
0.641473 0.049892
0.656452 0.047968
0.671277 0.046025
0.685934 0.044066
0.700410 0.042097
0.714689 0.040120
0.728758 0.038140
0.742603 0.036161
0.756210 0.034187
0.769566 0.032220
0.782658 0.030265
0.795473 0.028326
0.807998 0.026406
0.820221 0.024508
0.832129 0.022636
0.843712 0.020794
0.854958 0.018985
0.865855 0.017213
0.876393 0.015480
0.886562 0.013791
0.896352 0.012149
0.905752 0.010556
0.914755 0.009017
0.923350 0.007534
0.931530 0.006111
0.939286 0.004750
0.946611 0.003455
0.953498 0.002229
0.959939 0.001073
0.965929 -0.000008
0.971462 -0.001013
0.976532 -0.001939
0.981134 -0.002784
0.985264 -0.003545
0.988918 -0.004222
0.992092 -0.004812
0.994783 -0.005314
0.996988 -0.005726
0.998705 -0.006048
0.999933 -0.006278
1.000670 -0.006417
1.000884 -0.006463

0.000000 0.000000
0.000182 -0.003288
0.000884 -0.006463
0.002079 -0.009487
0.003741 -0.012321
0.005855 -0.014973
0.008408 -0.017451
0.011385 -0.019763
0.014773 -0.021923
0.018559 -0.023940
0.022730 -0.025829
0.027274 -0.027602
0.032182 -0.029273
0.037444 -0.030856
0.043052 -0.032365
0.049000 -0.033811
0.055285 -0.035207
0.061905 -0.036565
0.068860 -0.037895
0.076152 -0.039207
0.083786 -0.040509
0.091768 -0.041808
0.100107 -0.043109
0.108812 -0.044415
0.117893 -0.045730
0.127363 -0.047051
0.137233 -0.048377
0.147516 -0.049702
0.158223 -0.051016
0.169366 -0.052307
0.180954 -0.053559
0.192997 -0.054751
0.205497 -0.055856
0.218332 -0.056853
0.231446 -0.057739
0.244828 -0.058513
0.258463 -0.059177
0.272339 -0.059732
0.286441 -0.060178
0.300756 -0.060518
0.315269 -0.060752
0.329966 -0.060884
0.344833 -0.060916
0.359854 -0.060849
0.375015 -0.060688
0.390301 -0.060435
0.405697 -0.060093
0.421187 -0.059667
0.436756 -0.059158
0.452389 -0.058571
0.468069 -0.057910
0.483783 -0.057178
0.499513 -0.056380
0.515245 -0.055518
0.530962 -0.054597
0.546650 -0.053621
0.562292 -0.052594
0.577874 -0.051519
0.593380 -0.050400
0.608793 -0.049241
0.624100 -0.048045
0.639285 -0.046817
0.654333 -0.045559
0.669229 -0.044275
0.683958 -0.042969
0.698505 -0.041643
0.712857 -0.040302
0.727000 -0.038949
0.740918 -0.037586
0.754598 -0.036217
0.768028 -0.034845
0.781192 -0.033473
0.794080 -0.032104
0.806677 -0.030741
0.818971 -0.029387
0.830950 -0.028046
0.842602 -0.026720
0.853916 -0.025411
0.864881 -0.024124
0.875485 -0.022861
0.885718 -0.021624
0.895571 -0.020418
0.905032 -0.019244
0.914093 -0.018105
0.922745 -0.017005
0.930980 -0.015946
0.938788 -0.014931
0.946163 -0.013962
0.953097 -0.013043
0.959583 -0.012174
0.965614 -0.011360
0.971186 -0.010601
0.976292 -0.009901
0.980927 -0.009261
0.985086 -0.008684
0.988766 -0.008170
0.991963 -0.007721
0.994673 -0.007339
0.996894 -0.007025
0.998624 -0.006780
0.999861 -0.006604
1.000603 -0.006498
1.000884 -0.006463
